DATE;STORE;ITEM;STOCK
2018-01-09;5006;2105710;6.0
2018-01-12;L996;2105710;36.0
2018-01-12;L969;2105710;18.0
2018-01-12;L941;2105710;1.0
2018-01-12;5042;2105710;18.0
2018-01-12;5006;2105710;12.0
2018-01-12;1369;2105710;1.0
2018-01-12;1341;2105710;12.0
2018-01-12;1322;2105710;18.0
2018-01-12;1289;2105710;18.0
2018-01-12;1278;2105710;18.0
2018-01-13;L941;2105710;
2018-01-13;5067;2105710;
2018-01-13;5066;2105710;
2018-01-13;5065;2105710;
2018-01-13;5064;2105710;
2018-01-13;1369;2105710;
2018-01-13;1369;2105760;
2018-01-13;1369;2105761;
2018-01-13;L941;4268848;
2018-01-13;1369;4268848;
2018-01-13;L941;4268927;
2018-01-13;1369;4268927;
2018-01-13;1369;4269582;
2018-01-13;L941;2109433;
2018-01-13;1369;2109433;
2018-01-13;1369;2108796;
2018-01-11;L941;2105710;1.0
2018-01-11;5067;2105710;1.0
2018-01-11;5066;2105710;1.0
2018-01-11;5065;2105710;1.0
2018-01-11;5064;2105710;1.0
2018-01-11;1369;2105710;1.0
2018-01-09;L797;2105710;6.0
2018-01-09;1222;2109433;1.0
2018-01-14;1216;4272028;6.0
2018-01-14;1219;4272028;2.0
2018-01-14;1229;4272028;6.0
2018-01-14;1299;4272028;2.0
2018-01-14;1319;4272028;4.0
2018-01-14;1350;4272028;2.0
2018-01-14;1357;4272028;2.0
2018-01-14;L391;4272028;6.0
2018-01-14;5006;2109433;2.0
2018-01-14;L931;2109433;2.0
2018-01-14;1334;2105710;36.0
2018-01-14;5042;2105710;12.0
2018-01-14;L931;2105710;12.0
2018-01-14;L969;2105710;12.0
2018-01-14;L996;2105710;30.0
2018-01-14;1216;2108796;30.0
2018-01-14;1219;2108796;6.0
2018-01-14;1222;2108796;12.0
2018-01-14;1278;2108796;6.0
2018-01-14;1280;2108796;12.0
2018-01-14;1285;2108796;6.0
2018-01-14;1289;2108796;12.0
2018-01-14;1299;2108796;12.0
2018-01-14;1302;2108796;6.0
2018-01-14;1304;2108796;12.0
2018-01-14;1309;2108796;6.0
2018-01-14;1310;2108796;12.0
2018-01-14;1319;2108796;12.0
2018-01-14;1321;2108796;6.0
2018-01-14;1332;2108796;6.0
2018-01-14;1335;2108796;6.0
2018-01-14;1339;2108796;12.0
2018-01-14;1347;2108796;12.0
2018-01-14;1350;2108796;12.0
2018-01-14;1357;2108796;30.0
2018-01-14;1371;2108796;18.0
2018-01-14;5001;2108796;12.0
2018-01-14;5003;2108796;6.0
2018-01-14;5006;2108796;18.0
2018-01-14;5008;2108796;12.0
2018-01-14;5013;2108796;12.0
2018-01-14;5015;2108796;12.0
2018-01-14;5031;2108796;12.0
2018-01-14;5032;2108796;18.0
2018-01-14;5045;2108796;12.0
2018-01-14;L391;2108796;12.0
2018-01-14;L697;2108796;12.0
2018-01-14;L797;2108796;12.0
2018-01-14;L931;2108796;12.0
2018-01-14;L937;2108796;12.0
2018-01-14;L938;2108796;12.0
2018-01-14;L939;2108796;12.0
2018-01-14;L944;2108796;6.0
2018-01-14;L947;2108796;12.0
2018-01-14;L949;2108796;12.0
2018-01-14;L952;2108796;12.0
2018-01-14;L953;2108796;12.0
2018-01-14;L969;2108796;6.0
2018-01-14;L973;2108796;12.0
2018-01-14;L976;2108796;12.0
2018-01-14;L978;2108796;12.0
2018-01-14;L986;2108796;12.0
2018-01-14;L988;2108796;12.0
2018-01-14;L993;2108796;6.0
2018-01-14;L998;2108796;12.0
2018-01-17;L983;2105710;12.0
2018-01-17;L941;2105710;6.0
2018-01-17;L931;2105710;12.0
2018-01-17;5006;2105710;12.0
2018-01-16;L983;2105710;6.0
2018-01-16;L931;2105710;6.0
2018-01-16;5006;2105710;6.0
2018-01-16;L983;2109433;1.0
2018-01-16;L931;2109433;1.0
2018-01-16;5006;2109433;1.0
2018-01-16;L931;2108796;6.0
2018-01-16;5006;2108796;6.0
2018-01-17;L941;4268848;12.0
2018-01-17;L941;4268927;12.0
2018-01-17;L983;2109433;2.0
2018-01-17;L941;2109433;1.0
2018-01-17;L931;2109433;2.0
2018-01-17;5006;2109433;2.0
2018-01-17;L931;2108796;12.0
2018-01-17;5006;2108796;18.0
2018-01-18;L941;2105710;12.0
2018-01-18;L941;2109433;2.0
2018-01-22;L941;2108796;12.0
2018-01-24;1278;4269582;
2018-01-23;1295;2105760;
2018-01-24;1278;2105710;36.0
2018-01-24;1278;2108796;12.0
2018-01-25;1278;2105710;18.0
2018-01-25;1278;4269582;4.0
2018-01-25;1278;2108796;6.0
2018-01-23;L989;2108796;
2018-01-23;L987;2108796;
2018-01-23;L974;2108796;
2018-01-23;L971;2108796;
2018-01-23;5042;2108796;
2018-01-23;5039;2108796;
2018-01-23;5002;2108796;
2018-01-23;1298;2108796;
2018-01-23;1216;4269582;
2018-01-23;1289;4269582;
2018-01-23;1285;4269582;
2018-01-23;1280;4269582;
2018-01-26;L567;2105710;6.0
2018-01-28;5006;2105710;6.0
2018-01-28;5042;2105710;30.0
2018-01-28;5006;2108796;6.0
2018-01-28;5042;2108796;6.0
2018-01-28;5006;2109433;1.0
2018-01-28;5042;2109433;1.0
2018-01-26;L567;2109433;1.0
2018-01-26;L567;2108796;6.0
2018-01-23;1357;4269582;
2018-01-23;1350;4269582;
2018-01-23;1347;4269582;
2018-01-23;1341;4269582;
2018-01-23;1339;4269582;
2018-01-23;1334;4269582;
2018-01-23;1332;4269582;
2018-01-23;1328;4269582;
2018-01-23;1326;4269582;
2018-01-23;1322;4269582;
2018-01-23;1321;4269582;
2018-01-23;1320;4269582;
2018-01-23;1310;4269582;
2018-01-23;1309;4269582;
2018-01-23;1302;4269582;
2018-01-23;1300;4269582;
2018-01-23;1298;4269582;
2018-02-04;1278;2105710;36.0
2018-02-04;L996;2105710;
2018-02-04;1278;2108796;12.0
2018-02-04;L996;2108796;
2018-02-04;L996;2109433;
2018-02-04;1278;4269582;
2018-02-06;L941;2105710;6.0
2018-02-06;1369;2105710;30.0
2018-02-06;1369;2105760;6.0
2018-02-06;1369;4269582;2.0
2018-02-06;1369;2105761;6.0
2018-02-06;1369;4268848;12.0
2018-02-06;1369;4268927;12.0
2018-02-06;L941;2109433;1.0
2018-02-06;1369;2109433;1.0
2018-02-06;L941;2108796;6.0
2018-02-06;1369;2108796;6.0
2018-02-07;1302;4272028;2.0
2018-02-07;1309;4268848;12.0
2018-02-07;1309;4268927;12.0
2018-02-08;L697;2108796;6.0
2018-02-14;L697;2108796;12.0
2018-02-16;5065;2109433;1.0
2018-02-16;5065;2105710;6.0
2018-02-16;5065;4268848;12.0
2018-02-16;5065;4268927;12.0
2018-02-20;L697;2108796;6.0
2018-02-26;L993;2105710;6.0
2018-02-28;5064;2109433;1.0
2018-02-28;5064;2108796;12.0
2018-02-28;5064;2105710;48.0
2018-02-28;5064;4268848;12.0
2018-02-28;5064;4268927;12.0
2018-03-08;1216;4272028;2.0
2018-03-08;1216;2109433;1.0
2018-03-08;L697;2108796;12.0
2018-03-08;1216;2108796;6.0
2018-03-08;1216;2105710;6.0
2018-03-12;L987;2109433;1.0
2018-03-12;L976;2109433;1.0
2018-03-12;L944;2109433;1.0
2018-03-12;L931;2109433;1.0
2018-03-12;5045;2109433;1.0
2018-03-12;5032;2109433;1.0
2018-03-12;5015;2109433;1.0
2018-03-12;5008;2109433;1.0
2018-03-12;L976;2108796;6.0
2018-03-12;L931;2108796;6.0
2018-03-12;5045;2108796;6.0
2018-03-12;5032;2108796;6.0
2018-03-12;5015;2108796;6.0
2018-03-12;5008;2108796;6.0
2018-03-12;L976;2105710;6.0
2018-03-12;L931;2105710;6.0
2018-03-12;5045;2105710;6.0
2018-03-12;5015;2105710;6.0
2018-03-12;5008;2105710;6.0
2018-03-12;1335;4272028;2.0
2018-03-12;1335;2109433;2.0
2018-03-12;1335;2105760;6.0
2018-03-15;L391;2105710;60.0
2018-03-15;L562;2105710;6.0
2018-03-15;L565;2105710;12.0
2018-03-15;L567;2105710;12.0
2018-03-15;L569;2105710;6.0
2018-03-15;L571;2105710;12.0
2018-03-15;L572;2105710;
2018-03-15;L573;2105710;6.0
2018-03-15;L574;2105710;6.0
2018-03-15;L578;2105710;
2018-03-15;L579;2105710;6.0
2018-03-15;L580;2105710;6.0
2018-03-15;L582;2105710;6.0
2018-03-15;L584;2105710;6.0
2018-03-15;L586;2105710;6.0
2018-03-15;L587;2105710;6.0
2018-03-15;L590;2105710;6.0
2018-03-15;L593;2105710;6.0
2018-03-15;L594;2105710;24.0
2018-03-15;L598;2105710;6.0
2018-03-15;L599;2105710;6.0
2018-03-15;L600;2105710;18.0
2018-03-15;L601;2105710;18.0
2018-03-15;L605;2105710;12.0
2018-03-15;L606;2105710;6.0
2018-03-15;L608;2105710;6.0
2018-03-15;L609;2105710;6.0
2018-03-15;L611;2105710;18.0
2018-03-15;L612;2105710;12.0
2018-03-15;L613;2105710;18.0
2018-03-15;L615;2105710;6.0
2018-03-15;L621;2105710;6.0
2018-03-15;L624;2105710;12.0
2018-03-15;L626;2105710;6.0
2018-03-15;L627;2105710;24.0
2018-03-15;L630;2105710;
2018-03-15;L632;2105710;12.0
2018-03-15;L635;2105710;6.0
2018-03-15;L636;2105710;36.0
2018-03-15;L639;2105710;12.0
2018-03-15;L640;2105710;6.0
2018-03-15;L641;2105710;6.0
2018-03-15;L644;2105710;6.0
2018-03-15;L645;2105710;6.0
2018-03-15;L646;2105710;30.0
2018-03-15;L648;2105710;12.0
2018-03-15;L649;2105710;6.0
2018-03-15;L652;2105710;6.0
2018-03-15;L653;2105710;
2018-03-15;L657;2105710;6.0
2018-03-15;L658;2105710;6.0
2018-03-15;L659;2105710;18.0
2018-03-15;L660;2105710;6.0
2018-03-15;L661;2105710;6.0
2018-03-15;L662;2105710;12.0
2018-03-15;L663;2105710;12.0
2018-03-15;L665;2105710;30.0
2018-03-15;L667;2105710;6.0
2018-03-15;L669;2105710;18.0
2018-03-15;L670;2105710;6.0
2018-03-15;L671;2105710;6.0
2018-03-15;L672;2105710;12.0
2018-03-15;L673;2105710;6.0
2018-03-15;L674;2105710;6.0
2018-03-15;L678;2105710;6.0
2018-03-15;L684;2105710;18.0
2018-03-15;L685;2105710;6.0
2018-03-15;L689;2105710;6.0
2018-03-15;L691;2105710;6.0
2018-03-15;L697;2105710;12.0
2018-03-15;L698;2105710;12.0
2018-03-15;L703;2105710;6.0
2018-03-15;L706;2105710;12.0
2018-03-15;L709;2105710;6.0
2018-03-15;L716;2105710;6.0
2018-03-15;L719;2105710;6.0
2018-03-15;L720;2105710;12.0
2018-03-15;L724;2105710;12.0
2018-03-15;L391;2105760;
2018-03-15;L391;2105761;
2018-03-15;L567;2105761;
2018-03-15;L571;2105761;
2018-03-15;L572;2105761;6.0
2018-03-15;L573;2105761;
2018-03-15;L578;2105761;
2018-03-15;L586;2105761;
2018-03-15;L630;2105761;
2018-03-15;L646;2105761;
2018-03-15;L653;2105761;
2018-03-15;L665;2105761;
2018-03-15;L738;2105761;
2018-03-15;L732;2105710;6.0
2018-03-15;L729;2105710;6.0
2018-03-15;L737;2105710;12.0
2018-03-15;L738;2105710;
2018-03-15;L740;2105710;6.0
2018-03-15;L744;2105710;6.0
2018-03-15;L745;2105710;12.0
2018-03-15;L746;2105710;6.0
2018-03-15;L750;2105710;6.0
2018-03-15;L751;2105710;6.0
2018-03-15;L757;2105710;6.0
2018-03-15;L761;2105710;18.0
2018-03-15;L762;2105710;12.0
2018-03-15;L763;2105710;6.0
2018-03-15;1216;2105760;
2018-03-15;1219;2105760;
2018-03-15;1222;2105760;6.0
2018-03-15;1229;2105760;
2018-03-15;1278;2105760;
2018-03-15;1280;2105760;
2018-03-15;1289;2105760;6.0
2018-03-15;L778;2105710;6.0
2018-03-15;L780;2105710;12.0
2018-03-15;L784;2105710;6.0
2018-03-15;L787;2105710;6.0
2018-03-15;L794;2105710;6.0
2018-03-15;L797;2105710;6.0
2018-03-15;L896;2105710;6.0
2018-03-15;L929;2105710;12.0
2018-03-15;L931;2105710;6.0
2018-03-15;L937;2105710;12.0
2018-03-15;L938;2105710;18.0
2018-03-15;L939;2105710;12.0
2018-03-15;L941;2105710;6.0
2018-03-15;L944;2105710;6.0
2018-03-15;L947;2105710;6.0
2018-03-15;L948;2105710;6.0
2018-03-15;L952;2105710;6.0
2018-03-15;L953;2105710;6.0
2018-03-15;L567;2105760;
2018-03-15;L571;2105760;
2018-03-15;L572;2105760;
2018-03-15;L573;2105760;
2018-03-15;L578;2105760;
2018-03-15;L586;2105760;
2018-03-15;L630;2105760;
2018-03-15;L646;2105760;6.0
2018-03-15;L653;2105760;6.0
2018-03-15;L665;2105760;
2018-03-15;L738;2105760;
2018-03-15;1278;2105761;
2018-03-15;1280;2105761;
2018-03-15;1289;2105761;
2018-03-15;1298;2105761;
2018-03-15;1299;2105761;6.0
2018-03-15;1300;2105761;
2018-03-15;1304;2105761;6.0
2018-03-15;1309;2105761;6.0
2018-03-15;1310;2105761;
2018-03-15;1318;2105761;
2018-03-15;1319;2105761;12.0
2018-03-15;1320;2105761;
2018-03-15;1321;2105761;6.0
2018-03-15;1322;2105761;
2018-03-15;1335;2105761;
2018-03-15;1350;2105761;
2018-03-15;1357;2105761;
2018-03-15;1369;2105761;
2018-03-15;1216;2105761;
2018-03-15;1219;2105761;
2018-03-15;1222;2105761;
2018-03-15;1229;2105761;
2018-03-15;1295;2105760;6.0
2018-03-15;1298;2105760;
2018-03-15;1299;2105760;
2018-03-15;1300;2105760;6.0
2018-03-15;1304;2105760;6.0
2018-03-15;1309;2105760;
2018-03-15;1310;2105760;
2018-03-15;1318;2105760;
2018-03-15;1319;2105760;
2018-03-15;1320;2105760;
2018-03-15;1321;2105760;6.0
2018-03-15;1322;2105760;
2018-03-15;1335;2105760;
2018-03-15;1350;2105760;
2018-03-15;1357;2105760;
2018-03-15;1369;2105760;
2018-03-15;L969;2108796;6.0
2018-03-15;L948;2108796;6.0
2018-03-15;L949;2108796;6.0
2018-03-15;L952;2108796;6.0
2018-03-15;L971;2108796;6.0
2018-03-15;L972;2108796;6.0
2018-03-15;L973;2108796;6.0
2018-03-15;L974;2108796;6.0
2018-03-15;L976;2108796;6.0
2018-03-15;L978;2108796;6.0
2018-03-15;L986;2108796;6.0
2018-03-15;L987;2108796;6.0
2018-03-15;L988;2108796;6.0
2018-03-15;L989;2108796;6.0
2018-03-15;L991;2108796;6.0
2018-03-15;L993;2108796;6.0
2018-03-15;L995;2108796;6.0
2018-03-15;L996;2108796;6.0
2018-03-15;L997;2108796;6.0
2018-03-15;L998;2108796;12.0
2018-03-15;1216;2108796;24.0
2018-03-15;1219;2108796;
2018-03-15;1222;2108796;
2018-03-15;1229;2108796;6.0
2018-03-15;L391;2108796;12.0
2018-03-15;L562;2108796;6.0
2018-03-15;L565;2108796;6.0
2018-03-15;L567;2108796;6.0
2018-03-15;L569;2108796;6.0
2018-03-15;L571;2108796;
2018-03-15;L572;2108796;24.0
2018-03-15;L573;2108796;
2018-03-15;L574;2108796;6.0
2018-03-15;L578;2108796;6.0
2018-03-15;L579;2108796;6.0
2018-03-15;L581;2108796;6.0
2018-03-15;L582;2108796;6.0
2018-03-15;L586;2108796;6.0
2018-03-15;L590;2108796;6.0
2018-03-15;L593;2108796;6.0
2018-03-15;L594;2108796;6.0
2018-03-15;L598;2108796;6.0
2018-03-15;L599;2108796;6.0
2018-03-15;L600;2108796;6.0
2018-03-15;L605;2108796;6.0
2018-03-15;L606;2108796;6.0
2018-03-15;L608;2108796;6.0
2018-03-15;L609;2108796;6.0
2018-03-15;L613;2108796;6.0
2018-03-15;L615;2108796;6.0
2018-03-15;L621;2108796;6.0
2018-03-15;L624;2108796;6.0
2018-03-15;L626;2108796;6.0
2018-03-15;L627;2108796;6.0
2018-03-15;L630;2108796;
2018-03-15;L632;2108796;6.0
2018-03-15;L635;2108796;6.0
2018-03-15;L636;2108796;6.0
2018-03-15;L637;2108796;6.0
2018-03-15;L639;2108796;6.0
2018-03-15;L640;2108796;6.0
2018-03-15;L641;2108796;6.0
2018-03-15;L644;2108796;6.0
2018-03-15;L645;2108796;6.0
2018-03-15;L646;2108796;6.0
2018-03-15;L649;2108796;6.0
2018-03-15;L653;2108796;
2018-03-15;L658;2108796;6.0
2018-03-15;L659;2108796;6.0
2018-03-15;L660;2108796;6.0
2018-03-15;L661;2108796;6.0
2018-03-15;L662;2108796;6.0
2018-03-15;L665;2108796;
2018-03-15;L667;2108796;6.0
2018-03-15;L669;2108796;6.0
2018-03-15;L670;2108796;6.0
2018-03-15;L672;2108796;6.0
2018-03-15;L673;2108796;6.0
2018-03-15;L674;2108796;6.0
2018-03-15;L678;2108796;6.0
2018-03-15;L689;2108796;6.0
2018-03-15;L694;2108796;6.0
2018-03-15;L698;2108796;6.0
2018-03-15;L703;2108796;6.0
2018-03-15;L704;2108796;6.0
2018-03-15;L706;2108796;6.0
2018-03-15;L709;2108796;6.0
2018-03-15;L711;2108796;6.0
2018-03-15;L716;2108796;6.0
2018-03-15;L719;2108796;6.0
2018-03-15;L720;2108796;6.0
2018-03-15;L729;2108796;6.0
2018-03-15;L732;2108796;6.0
2018-03-15;L735;2108796;6.0
2018-03-15;L737;2108796;6.0
2018-03-15;L738;2108796;
2018-03-15;L739;2108796;6.0
2018-03-15;L740;2108796;6.0
2018-03-15;L743;2108796;6.0
2018-03-15;L744;2108796;6.0
2018-03-15;L745;2108796;6.0
2018-03-15;L746;2108796;6.0
2018-03-15;L748;2108796;6.0
2018-03-15;L750;2108796;6.0
2018-03-15;L751;2108796;6.0
2018-03-15;L763;2108796;6.0
2018-03-15;L784;2108796;6.0
2018-03-15;L787;2108796;6.0
2018-03-15;L929;2108796;6.0
2018-03-15;L937;2108796;6.0
2018-03-15;L938;2108796;12.0
2018-03-15;L939;2108796;6.0
2018-03-15;L941;2108796;6.0
2018-03-15;L943;2108796;6.0
2018-03-15;L944;2108796;6.0
2018-03-15;L947;2108796;6.0
2018-03-15;1278;2108796;
2018-03-15;1280;2108796;6.0
2018-03-15;1289;2108796;24.0
2018-03-15;1299;2108796;
2018-03-15;1300;2108796;
2018-03-15;1302;2108796;6.0
2018-03-15;1304;2108796;12.0
2018-03-15;1309;2108796;
