DATE;STORE;ITEM;STOCK
2018-03-15;1310;2108796;
2018-03-15;1318;2108796;
2018-03-15;1319;2108796;6.0
2018-03-15;1320;2108796;
2018-03-15;1321;2108796;
2018-03-15;1322;2108796;
2018-03-15;1326;2108796;6.0
2018-03-15;1328;2108796;6.0
2018-03-15;1332;2108796;6.0
2018-03-15;1334;2108796;6.0
2018-03-15;1335;2108796;6.0
2018-03-15;1339;2108796;6.0
2018-03-15;1341;2108796;6.0
2018-03-15;1347;2108796;6.0
2018-03-15;1350;2108796;6.0
2018-03-15;1357;2108796;6.0
2018-03-15;1369;2108796;
2018-03-15;1371;2108796;6.0
2018-03-15;5001;2108796;6.0
2018-03-15;5002;2108796;6.0
2018-03-15;5003;2108796;6.0
2018-03-15;5006;2108796;6.0
2018-03-15;5008;2108796;6.0
2018-03-15;5015;2108796;6.0
2018-03-15;5017;2108796;6.0
2018-03-15;5023;2108796;6.0
2018-03-15;5031;2108796;6.0
2018-03-15;5032;2108796;6.0
2018-03-15;5039;2108796;6.0
2018-03-15;5042;2108796;6.0
2018-03-15;5045;2108796;6.0
2018-03-15;L971;2105710;12.0
2018-03-15;L969;2105710;6.0
2018-03-15;L973;2105710;6.0
2018-03-15;L974;2105710;12.0
2018-03-15;L979;2105710;12.0
2018-03-15;L984;2105710;6.0
2018-03-15;L985;2105710;6.0
2018-03-15;L986;2105710;18.0
2018-03-15;L987;2105710;6.0
2018-03-15;L988;2105710;6.0
2018-03-15;L989;2105710;6.0
2018-03-15;L991;2105710;6.0
2018-03-15;L993;2105710;6.0
2018-03-15;L994;2105710;6.0
2018-03-15;L995;2105710;6.0
2018-03-15;L996;2105710;6.0
2018-03-15;L997;2105710;6.0
2018-03-15;L998;2105710;6.0
2018-03-15;1216;2105710;
2018-03-15;1219;2105710;12.0
2018-03-15;1222;2105710;
2018-03-15;1229;2105710;12.0
2018-03-15;1278;2105710;
2018-03-15;1280;2105710;12.0
2018-03-15;1285;2105710;6.0
2018-03-15;1289;2105710;12.0
2018-03-15;1295;2105710;6.0
2018-03-15;1298;2105710;6.0
2018-03-15;1300;2105710;6.0
2018-03-15;1302;2105710;6.0
2018-03-15;1304;2105710;30.0
2018-03-15;1309;2105710;
2018-03-15;1310;2105710;
2018-03-15;1318;2105710;42.0
2018-03-15;1319;2105710;30.0
2018-03-15;1320;2105710;6.0
2018-03-15;1321;2105710;12.0
2018-03-15;1322;2105710;30.0
2018-03-15;1326;2105710;6.0
2018-03-15;1328;2105710;6.0
2018-03-15;1330;2105710;6.0
2018-03-15;1332;2105710;6.0
2018-03-15;1334;2105710;6.0
2018-03-15;1335;2105710;12.0
2018-03-15;1338;2105710;6.0
2018-03-15;1339;2105710;12.0
2018-03-15;1341;2105710;6.0
2018-03-15;1347;2105710;6.0
2018-03-15;1350;2105710;6.0
2018-03-15;1353;2105710;6.0
2018-03-15;1357;2105710;
2018-03-15;1369;2105710;6.0
2018-03-15;5001;2105710;12.0
2018-03-15;5002;2105710;6.0
2018-03-15;5003;2105710;6.0
2018-03-15;5006;2105710;12.0
2018-03-15;5008;2105710;6.0
2018-03-15;5013;2105710;12.0
2018-03-15;5015;2105710;6.0
2018-03-15;5017;2105710;6.0
2018-03-15;5019;2105710;6.0
2018-03-15;5023;2105710;6.0
2018-03-15;5031;2105710;6.0
2018-03-15;5032;2105710;6.0
2018-03-15;5039;2105710;6.0
2018-03-15;5042;2105710;12.0
2018-03-15;5045;2105710;6.0
2018-03-15;5065;2105710;6.0
2018-03-14;5003;2105761;6.0
2018-03-14;5002;2105761;6.0
2018-03-14;5001;2105761;6.0
2018-03-14;1371;2105761;6.0
2018-03-14;1353;2105761;6.0
2018-03-14;1350;2105761;12.0
2018-03-14;1341;2105761;6.0
2018-03-14;1339;2105761;6.0
2018-03-14;1338;2105761;6.0
2018-03-14;1335;2105761;6.0
2018-03-14;1334;2105761;6.0
2018-03-14;1330;2105761;6.0
2018-03-14;1326;2105761;6.0
2018-03-14;1321;2105761;12.0
2018-03-14;1319;2105761;18.0
2018-03-14;1309;2105761;12.0
2018-03-14;1304;2105761;12.0
2018-03-14;1302;2105761;6.0
2018-03-14;1300;2105761;12.0
2018-03-14;1299;2105761;12.0
2018-03-14;1298;2105761;6.0
2018-03-14;1295;2105761;6.0
2018-03-14;1289;2105761;6.0
2018-03-14;1285;2105761;6.0
2018-03-14;1280;2105761;12.0
2018-03-14;1216;2105761;12.0
2018-03-14;L998;2105761;6.0
2018-03-14;L997;2105761;6.0
2018-03-14;L996;2105761;6.0
2018-03-14;L995;2105761;6.0
2018-03-14;L994;2105761;6.0
2018-03-14;L993;2105761;6.0
2018-03-14;L991;2105761;6.0
2018-03-14;L989;2105761;6.0
2018-03-14;L988;2105761;6.0
2018-03-14;L987;2105761;6.0
2018-03-14;L986;2105761;6.0
2018-03-14;L985;2105761;6.0
2018-03-14;L984;2105761;6.0
2018-03-14;L983;2105761;6.0
2018-03-14;L979;2105761;6.0
2018-03-14;L978;2105761;6.0
2018-03-14;L976;2105761;6.0
2018-03-14;L974;2105761;6.0
2018-03-14;L973;2105761;6.0
2018-03-14;L972;2105761;6.0
2018-03-14;L971;2105761;6.0
2018-03-14;L969;2105761;6.0
2018-03-14;L953;2105761;6.0
2018-03-14;L952;2105761;6.0
2018-03-14;L949;2105761;6.0
2018-03-14;L948;2105761;6.0
2018-03-14;L947;2105761;6.0
2018-03-14;L944;2105761;6.0
2018-03-14;L943;2105761;6.0
2018-03-14;L941;2105761;6.0
2018-03-14;L939;2105761;6.0
2018-03-14;L938;2105761;6.0
2018-03-14;L937;2105761;6.0
2018-03-14;L931;2105761;6.0
2018-03-14;L929;2105761;6.0
2018-03-14;L896;2105761;6.0
2018-03-14;L797;4269582;2.0
2018-03-14;L794;4269582;2.0
2018-03-14;L787;4269582;2.0
2018-03-14;L784;4269582;2.0
2018-03-14;L780;4269582;2.0
2018-03-14;L778;4269582;2.0
2018-03-14;L763;4269582;2.0
2018-03-14;L762;4269582;2.0
2018-03-14;L761;4269582;2.0
2018-03-14;L757;4269582;2.0
2018-03-14;L751;4269582;2.0
2018-03-14;L750;4269582;2.0
2018-03-14;L748;4269582;2.0
2018-03-14;L746;4269582;2.0
2018-03-14;L745;4269582;2.0
2018-03-14;L744;4269582;2.0
2018-03-14;L743;4269582;2.0
2018-03-14;L740;4269582;2.0
2018-03-14;L739;4269582;2.0
2018-03-14;L738;4269582;2.0
2018-03-14;L737;4269582;2.0
2018-03-14;L735;4269582;2.0
2018-03-14;L732;4269582;2.0
2018-03-14;L729;4269582;2.0
2018-03-14;L724;4269582;2.0
2018-03-14;L720;4269582;4.0
2018-03-14;L719;4269582;2.0
2018-03-14;L716;4269582;2.0
2018-03-14;L711;4269582;2.0
2018-03-14;L709;4269582;2.0
2018-03-14;L706;4269582;2.0
2018-03-14;L704;4269582;2.0
2018-03-14;L703;4269582;2.0
2018-03-14;L698;4269582;2.0
2018-03-14;L694;4269582;2.0
2018-03-14;L691;4269582;2.0
2018-03-14;L685;4269582;2.0
2018-03-14;L684;4269582;2.0
2018-03-14;L678;4269582;4.0
2018-03-14;L674;4269582;2.0
2018-03-14;L673;4269582;2.0
2018-03-14;L672;4269582;2.0
2018-03-14;L671;4269582;2.0
2018-03-14;L670;4269582;2.0
2018-03-14;L669;4269582;2.0
2018-03-14;L667;4269582;2.0
2018-03-14;L665;4269582;2.0
2018-03-14;L663;4269582;2.0
2018-03-14;L662;4269582;2.0
2018-03-14;L661;4269582;2.0
2018-03-14;L660;4269582;2.0
2018-03-14;L659;4269582;2.0
2018-03-14;L658;4269582;2.0
2018-03-14;L657;4269582;2.0
2018-03-14;L652;4269582;2.0
2018-03-14;L649;4269582;2.0
2018-03-14;L648;4269582;2.0
2018-03-14;L646;4269582;2.0
2018-03-14;L644;4269582;2.0
2018-03-14;L643;4269582;2.0
2018-03-14;L641;4269582;2.0
2018-03-14;L639;4269582;2.0
2018-03-14;L637;4269582;2.0
2018-03-14;L635;4269582;2.0
2018-03-14;L632;4269582;2.0
2018-03-14;L630;4269582;2.0
2018-03-14;L627;4269582;4.0
2018-03-14;L626;4269582;2.0
2018-03-14;L624;4269582;2.0
2018-03-14;L621;4269582;2.0
2018-03-14;L615;4269582;2.0
2018-03-14;L613;4269582;2.0
2018-03-14;L612;4269582;2.0
2018-03-14;L611;4269582;2.0
2018-03-14;L609;4269582;2.0
2018-03-14;L608;4269582;2.0
2018-03-14;L606;4269582;2.0
2018-03-14;L605;4269582;2.0
2018-03-14;L600;4269582;2.0
2018-03-14;L599;4269582;2.0
2018-03-14;L598;4269582;2.0
2018-03-14;L594;4269582;2.0
2018-03-14;L593;4269582;2.0
2018-03-14;L590;4269582;2.0
2018-03-14;L587;4269582;2.0
2018-03-14;L586;4269582;2.0
2018-03-14;L584;4269582;2.0
2018-03-14;L582;4269582;2.0
2018-03-14;L581;4269582;2.0
2018-03-14;L580;4269582;2.0
2018-03-14;L579;4269582;2.0
2018-03-14;L573;4269582;2.0
2018-03-14;L572;4269582;4.0
2018-03-14;L571;4269582;2.0
2018-03-14;L569;4269582;2.0
2018-03-14;L567;4269582;2.0
2018-03-14;L562;4269582;2.0
2018-03-14;L998;4272028;2.0
2018-03-14;L997;4272028;2.0
2018-03-14;L996;4272028;2.0
2018-03-14;L995;4272028;2.0
2018-03-14;L994;4272028;2.0
2018-03-14;L993;4272028;2.0
2018-03-14;L991;4272028;2.0
2018-03-14;L989;4272028;2.0
2018-03-14;L988;4272028;2.0
2018-03-14;L987;4272028;2.0
2018-03-14;L986;4272028;2.0
2018-03-14;L985;4272028;2.0
2018-03-14;L984;4272028;2.0
2018-03-14;L983;4272028;2.0
2018-03-14;L979;4272028;2.0
2018-03-14;L978;4272028;2.0
2018-03-14;L976;4272028;2.0
2018-03-14;L974;4272028;2.0
2018-03-14;L973;4272028;2.0
2018-03-14;L972;4272028;2.0
2018-03-14;L971;4272028;2.0
2018-03-14;L969;4272028;2.0
2018-03-14;L953;4272028;2.0
2018-03-14;L952;4272028;2.0
2018-03-14;L949;4272028;2.0
2018-03-14;L948;4272028;2.0
2018-03-14;L947;4272028;2.0
2018-03-14;L944;4272028;2.0
2018-03-14;L943;4272028;2.0
2018-03-14;L941;4272028;2.0
2018-03-14;L939;4272028;2.0
2018-03-14;L938;4272028;2.0
2018-03-14;L937;4272028;2.0
2018-03-14;L931;4272028;2.0
2018-03-14;L929;4272028;2.0
2018-03-14;L896;4272028;2.0
2018-03-14;L797;4272028;2.0
2018-03-14;L794;4272028;2.0
2018-03-14;L787;4272028;2.0
2018-03-14;L784;4272028;2.0
2018-03-14;L780;4272028;2.0
2018-03-14;L778;4272028;2.0
2018-03-14;L763;4272028;2.0
2018-03-14;L762;4272028;2.0
2018-03-14;L761;4272028;2.0
2018-03-14;L757;4272028;2.0
2018-03-14;L751;4272028;2.0
2018-03-14;L750;4272028;2.0
2018-03-14;L748;4272028;2.0
2018-03-14;L746;4272028;2.0
2018-03-14;L745;4272028;2.0
2018-03-14;L744;4272028;2.0
2018-03-14;L743;4272028;2.0
2018-03-14;L740;4272028;2.0
2018-03-14;L739;4272028;2.0
2018-03-14;L738;4272028;6.0
2018-03-14;L737;4272028;2.0
2018-03-14;L735;4272028;2.0
2018-03-14;L732;4272028;2.0
2018-03-14;L729;4272028;2.0
2018-03-14;L724;4272028;2.0
2018-03-14;L720;4272028;2.0
2018-03-14;L719;4272028;2.0
2018-03-14;L716;4272028;2.0
2018-03-14;L711;4272028;2.0
2018-03-14;L709;4272028;2.0
2018-03-14;L706;4272028;2.0
2018-03-14;L704;4272028;2.0
2018-03-14;L703;4272028;2.0
2018-03-14;L698;4272028;2.0
2018-03-14;L697;4272028;2.0
2018-03-14;L797;2105761;6.0
2018-03-14;L778;2105761;6.0
2018-03-14;L761;2105761;6.0
2018-03-14;L757;2105761;6.0
2018-03-14;L751;2105761;6.0
2018-03-14;L750;2105761;6.0
2018-03-14;L748;2105761;6.0
2018-03-14;L746;2105761;6.0
2018-03-14;L745;2105761;6.0
2018-03-14;L744;2105761;6.0
2018-03-14;L743;2105761;6.0
2018-03-14;L740;2105761;6.0
2018-03-14;L739;2105761;6.0
2018-03-14;L738;2105761;12.0
2018-03-14;L737;2105761;6.0
2018-03-14;L735;2105761;6.0
2018-03-14;L732;2105761;6.0
2018-03-14;L729;2105761;6.0
2018-03-14;L724;2105761;6.0
2018-03-14;L720;2105761;6.0
2018-03-14;L719;2105761;6.0
2018-03-14;L716;2105761;6.0
2018-03-14;L711;2105761;6.0
2018-03-14;L709;2105761;6.0
2018-03-14;L706;2105761;6.0
2018-03-14;L704;2105761;6.0
2018-03-14;L703;2105761;6.0
2018-03-14;L698;2105761;6.0
2018-03-14;L697;2105761;6.0
2018-03-14;L694;2105761;6.0
2018-03-14;L691;2105761;6.0
2018-03-14;L689;2105761;6.0
2018-03-14;L685;2105761;6.0
2018-03-14;L684;2105761;6.0
2018-03-14;L678;2105761;6.0
2018-03-14;L674;2105761;6.0
2018-03-14;L673;2105761;6.0
2018-03-14;L672;2105761;6.0
2018-03-14;L671;2105761;6.0
2018-03-14;L670;2105761;6.0
2018-03-14;L669;2105761;6.0
2018-03-14;L667;2105761;6.0
2018-03-14;L663;2105761;6.0
2018-03-14;L662;2105761;6.0
2018-03-14;L661;2105761;6.0
2018-03-14;L660;2105761;6.0
2018-03-14;L659;2105761;6.0
2018-03-14;L658;2105761;6.0
2018-03-14;L657;2105761;6.0
2018-03-14;L652;2105761;6.0
2018-03-14;L649;2105761;6.0
2018-03-14;L694;4272028;2.0
2018-03-14;L691;4272028;2.0
2018-03-14;L689;4272028;2.0
2018-03-14;L685;4272028;2.0
2018-03-14;L684;4272028;2.0
2018-03-14;L678;4272028;2.0
2018-03-14;L674;4272028;2.0
2018-03-14;L673;4272028;2.0
2018-03-14;L672;4272028;2.0
2018-03-14;L671;4272028;2.0
2018-03-14;L670;4272028;2.0
2018-03-14;L669;4272028;2.0
2018-03-14;L667;4272028;2.0
2018-03-14;L665;4272028;2.0
2018-03-14;L663;4272028;2.0
2018-03-14;L662;4272028;2.0
2018-03-14;L661;4272028;2.0
2018-03-14;L660;4272028;2.0
2018-03-14;L659;4272028;2.0
2018-03-14;L658;4272028;2.0
2018-03-14;L657;4272028;2.0
2018-03-14;L653;4272028;10.0
2018-03-14;L652;4272028;2.0
2018-03-14;L649;4272028;2.0
2018-03-14;L648;4272028;2.0
2018-03-14;L646;4272028;4.0
2018-03-14;L645;4272028;2.0
2018-03-14;L644;4272028;2.0
2018-03-14;L643;4272028;2.0
2018-03-14;L641;4272028;2.0
2018-03-14;L640;4272028;2.0
2018-03-14;L639;4272028;2.0
2018-03-14;L637;4272028;2.0
2018-03-14;L636;4272028;2.0
2018-03-14;L635;4272028;2.0
2018-03-14;L632;4272028;2.0
2018-03-14;L630;4272028;2.0
2018-03-14;L627;4272028;2.0
2018-03-14;L626;4272028;2.0
2018-03-14;L624;4272028;2.0
2018-03-14;L621;4272028;2.0
2018-03-14;L615;4272028;2.0
2018-03-14;L613;4272028;2.0
2018-03-14;L612;4272028;2.0
2018-03-14;L611;4272028;2.0
2018-03-14;L609;4272028;2.0
2018-03-14;L608;4272028;2.0
2018-03-14;L606;4272028;2.0
2018-03-14;L605;4272028;2.0
2018-03-14;L601;4272028;2.0
2018-03-14;L600;4272028;2.0
2018-03-14;L599;4272028;2.0
2018-03-14;L598;4272028;2.0
2018-03-14;L594;4272028;2.0
2018-03-14;L593;4272028;2.0
2018-03-14;L590;4272028;2.0
2018-03-14;L587;4272028;2.0
2018-03-14;L584;4272028;2.0
2018-03-14;L582;4272028;2.0
2018-03-14;L581;4272028;2.0
2018-03-14;L580;4272028;2.0
2018-03-14;L579;4272028;2.0
2018-03-14;L578;4272028;2.0
2018-03-14;L574;4272028;2.0
2018-03-14;L573;4272028;2.0
2018-03-14;L572;4272028;6.0
2018-03-14;L571;4272028;2.0
2018-03-14;L569;4272028;2.0
2018-03-14;L565;4272028;2.0
2018-03-14;L562;4272028;2.0
2018-03-14;L391;4272028;10.0
2018-03-14;5067;4269582;2.0
2018-03-14;5066;4269582;2.0
2018-03-14;5065;4269582;2.0
2018-03-14;5064;4269582;2.0
2018-03-14;5045;4269582;2.0
2018-03-14;5042;4269582;2.0
2018-03-14;5039;4269582;2.0
2018-03-14;5032;4269582;2.0
2018-03-14;5031;4269582;2.0
2018-03-14;5023;4269582;2.0
2018-03-14;5019;4269582;2.0
2018-03-14;5017;4269582;2.0
2018-03-14;5016;4269582;2.0
2018-03-14;5015;4269582;2.0
2018-03-14;5013;4269582;2.0
2018-03-14;5008;4269582;2.0
2018-03-14;5006;4269582;2.0
2018-03-14;5003;4269582;2.0
2018-03-14;5002;4269582;2.0
2018-03-14;5001;4269582;2.0
2018-03-14;1371;4269582;4.0
2018-03-14;1357;4269582;4.0
2018-03-14;1353;4269582;2.0
2018-03-14;1338;4269582;2.0
2018-03-14;1335;4269582;2.0
2018-03-14;1334;4269582;4.0
2018-03-14;1330;4269582;4.0
2018-03-14;1321;4269582;4.0
2018-03-14;1319;4269582;2.0
2018-03-14;1318;4269582;2.0
2018-03-14;1304;4269582;4.0
2018-03-14;1300;4269582;4.0
2018-03-14;1295;4269582;2.0
2018-03-14;1280;4269582;4.0
2018-03-14;1229;4269582;2.0
2018-03-14;1222;4269582;4.0
2018-03-14;1219;4269582;2.0
2018-03-14;1216;4269582;4.0
2018-03-14;5067;4272028;2.0
2018-03-14;5066;4272028;2.0
2018-03-14;5065;4272028;2.0
2018-03-14;5064;4272028;2.0
2018-03-14;5045;4272028;2.0
2018-03-14;5042;4272028;2.0
2018-03-14;5039;4272028;2.0
2018-03-14;5032;4272028;2.0
2018-03-14;5031;4272028;2.0
2018-03-14;5023;4272028;2.0
2018-03-14;5019;4272028;2.0
2018-03-14;5017;4272028;2.0
2018-03-14;5016;4272028;2.0
2018-03-14;5015;4272028;2.0
2018-03-14;5013;4272028;2.0
2018-03-14;5008;4272028;2.0
2018-03-14;5006;4272028;2.0
2018-03-14;5003;4272028;2.0
2018-03-14;5002;4272028;2.0
2018-03-14;5001;4272028;2.0
2018-03-14;1371;4272028;2.0
2018-03-14;1369;4272028;2.0
2018-03-14;1357;4272028;4.0
2018-03-14;1353;4272028;2.0
2018-03-14;1350;4272028;4.0
2018-03-14;1347;4272028;2.0
2018-03-14;1341;4272028;2.0
2018-03-14;1339;4272028;2.0
2018-03-14;1338;4272028;2.0
2018-03-14;1334;4272028;2.0
2018-03-14;1332;4272028;2.0
2018-03-14;1330;4272028;2.0
2018-03-14;1326;4272028;2.0
2018-03-14;1322;4272028;2.0
2018-03-14;1321;4272028;2.0
2018-03-14;1320;4272028;2.0
2018-03-14;1319;4272028;10.0
2018-03-14;1310;4272028;2.0
2018-03-14;1304;4272028;4.0
2018-03-16;1350;4269582;2.0
2018-03-16;1347;4269582;2.0
2018-03-16;1341;4269582;2.0
2018-03-16;1339;4269582;2.0
2018-03-16;1332;4269582;2.0
2018-03-16;1328;4269582;2.0
2018-03-16;1326;4269582;2.0
2018-03-16;1322;4269582;2.0
2018-03-16;1320;4269582;2.0
2018-03-16;1310;4269582;2.0
2018-03-16;1309;4269582;2.0
2018-03-16;1302;4269582;2.0
2018-03-16;1298;4269582;2.0
2018-03-16;1289;4269582;2.0
2018-03-16;1285;4269582;2.0
2018-03-16;1278;4269582;2.0
2018-03-14;1295;4272028;2.0
2018-03-14;1300;4272028;4.0
2018-03-14;1299;4272028;6.0
2018-03-14;1289;4272028;2.0
2018-03-14;1285;4272028;2.0
2018-03-14;1280;4272028;4.0
2018-03-14;1278;4272028;2.0
2018-03-14;1229;4272028;4.0
2018-03-14;1222;4272028;4.0
2018-03-14;1219;4272028;4.0
2018-03-14;1216;4272028;4.0
2018-03-14;L590;2108796;12.0
2018-03-14;L587;2108796;6.0
2018-03-14;L586;2108796;18.0
2018-03-14;L582;2108796;12.0
2018-03-14;L579;2108796;12.0
2018-03-14;L574;2108796;12.0
2018-03-14;L572;2108796;30.0
2018-03-14;L571;2108796;12.0
2018-03-14;L569;2108796;12.0
2018-03-14;L567;2108796;12.0
2018-03-14;L565;2108796;12.0
2018-03-14;L562;2108796;18.0
2018-03-14;L391;2108796;18.0
2018-03-14;L998;2108796;36.0
2018-03-14;L997;2108796;12.0
2018-03-14;L996;2108796;12.0
2018-03-14;L995;2108796;12.0
2018-03-14;L994;2108796;6.0
2018-03-14;L993;2108796;12.0
2018-03-14;L991;2108796;12.0
2018-03-14;L989;2108796;12.0
2018-03-14;L988;2108796;18.0
2018-03-14;L987;2108796;12.0
2018-03-14;L985;2108796;6.0
2018-03-14;L984;2108796;6.0
2018-03-14;L983;2108796;6.0
2018-03-14;L979;2108796;6.0
2018-03-14;L976;2108796;12.0
2018-03-14;L972;2108796;12.0
2018-03-14;L969;2108796;18.0
2018-03-14;L953;2108796;6.0
2018-03-14;L948;2108796;12.0
2018-03-14;L944;2108796;12.0
2018-03-14;L943;2108796;12.0
2018-03-14;L941;2108796;12.0
2018-03-14;L938;2108796;30.0
2018-03-14;L937;2108796;18.0
2018-03-14;L929;2108796;12.0
2018-03-14;L896;2108796;6.0
2018-03-14;L797;2108796;6.0
2018-03-14;L787;2108796;18.0
2018-03-14;L784;2108796;12.0
2018-03-14;L763;2108796;12.0
2018-03-14;L751;2108796;18.0
2018-03-14;L750;2108796;12.0
2018-03-14;L748;2108796;12.0
2018-03-14;L746;2108796;12.0
2018-03-14;L745;2108796;18.0
2018-03-14;L744;2108796;18.0
2018-03-14;L743;2108796;18.0
2018-03-14;L740;2108796;12.0
2018-03-14;L738;2108796;30.0
2018-03-14;L737;2108796;18.0
2018-03-14;L735;2108796;12.0
2018-03-14;L729;2108796;12.0
2018-03-14;L720;2108796;12.0
2018-03-14;L719;2108796;12.0
2018-03-14;L716;2108796;12.0
2018-03-14;L706;2108796;12.0
2018-03-14;L704;2108796;12.0
2018-03-14;L703;2108796;18.0
2018-03-16;L738;2105710;4.0
2018-03-16;L653;2105710;4.0
2018-03-16;L630;2105710;4.0
2018-03-16;L578;2105710;4.0
2018-03-16;L572;2105710;4.0
2018-03-14;L694;2108796;12.0
2018-03-14;L698;2108796;18.0
2018-03-14;L697;2108796;6.0
2018-03-14;L685;2108796;6.0
2018-03-14;L678;2108796;12.0
2018-03-14;L674;2108796;12.0
2018-03-14;L673;2108796;12.0
2018-03-14;L672;2108796;12.0
2018-03-14;L670;2108796;12.0
2018-03-14;L667;2108796;12.0
2018-03-14;L665;2108796;12.0
2018-03-14;L663;2108796;6.0
2018-03-14;L662;2108796;12.0
2018-03-14;L661;2108796;12.0
2018-03-14;L660;2108796;12.0
2018-03-14;L658;2108796;12.0
2018-03-14;L657;2108796;6.0
2018-03-14;L653;2108796;12.0
2018-03-14;L652;2108796;6.0
2018-03-14;L649;2108796;18.0
2018-03-14;L645;2108796;12.0
2018-03-14;L644;2108796;12.0
2018-03-14;L641;2108796;12.0
2018-03-14;L640;2108796;12.0
2018-03-14;L639;2108796;18.0
2018-03-14;L637;2108796;12.0
2018-03-14;L636;2108796;18.0
2018-03-14;L635;2108796;12.0
2018-03-14;L632;2108796;18.0
2018-03-14;L630;2108796;18.0
2018-03-14;L627;2108796;12.0
2018-03-14;L626;2108796;18.0
2018-03-14;L624;2108796;12.0
2018-03-14;L621;2108796;12.0
2018-03-14;L615;2108796;12.0
2018-03-14;L613;2108796;12.0
2018-03-14;L612;2108796;6.0
2018-03-14;L611;2108796;6.0
2018-03-14;L609;2108796;12.0
2018-03-14;L608;2108796;18.0
2018-03-14;L605;2108796;12.0
2018-03-14;L600;2108796;18.0
2018-03-14;L599;2108796;12.0
2018-03-14;L598;2108796;12.0
2018-03-14;L594;2108796;12.0
2018-03-14;L593;2108796;12.0
2018-03-14;5067;2108796;6.0
2018-03-14;5066;2108796;6.0
2018-03-14;5065;2108796;6.0
2018-03-14;5064;2108796;6.0
2018-03-14;5045;2108796;18.0
2018-03-16;1357;2105710;4.0
2018-03-16;1310;2105710;4.0
2018-03-16;1309;2105710;4.0
2018-03-16;1278;2105710;4.0
2018-03-16;1222;2105710;4.0
2018-03-16;1216;2105710;4.0
2018-03-16;L998;2105760;
2018-03-16;L997;2105760;
2018-03-16;L996;2105760;
2018-03-16;L995;2105760;
2018-03-16;L994;2105760;
2018-03-16;L993;2105760;
2018-03-16;L991;2105760;
2018-03-16;L989;2105760;
2018-03-16;L988;2105760;
2018-03-16;L987;2105760;
2018-03-16;L986;2105760;
2018-03-16;L985;2105760;
2018-03-16;L984;2105760;
2018-03-16;L983;2105760;
2018-03-16;L979;2105760;
2018-03-16;L978;2105760;
2018-03-16;L976;2105760;
2018-03-16;L974;2105760;
2018-03-16;L973;2105760;
2018-03-16;L972;2105760;
2018-03-16;L971;2105760;
2018-03-16;L969;2105760;
2018-03-16;L953;2105760;
2018-03-16;L952;2105760;
2018-03-16;L949;2105760;
2018-03-16;L948;2105760;
2018-03-16;L947;2105760;
2018-03-16;L944;2105760;
2018-03-16;L943;2105760;
2018-03-16;L941;2105760;
2018-03-16;L939;2105760;
2018-03-16;L938;2105760;
2018-03-16;L937;2105760;
2018-03-16;L931;2105760;
2018-03-16;L929;2105760;
2018-03-16;L678;2105760;
2018-03-16;L674;2105760;
2018-03-16;L673;2105760;
2018-03-16;L672;2105760;
2018-03-16;L671;2105760;
2018-03-16;L670;2105760;
2018-03-16;L669;2105760;
2018-03-16;L667;2105760;
2018-03-16;L665;2105760;4.0
2018-03-16;L663;2105760;
2018-03-16;L662;2105760;
2018-03-16;L661;2105760;
2018-03-16;L660;2105760;
2018-03-16;L659;2105760;
2018-03-16;L658;2105760;
2018-03-16;L657;2105760;
2018-03-16;L652;2105760;
2018-03-16;L649;2105760;
2018-03-16;L648;2105760;
2018-03-16;L645;2105760;
2018-03-16;L644;2105760;
2018-03-16;L643;2105760;
2018-03-16;L641;2105760;
2018-03-16;L640;2105760;
2018-03-16;L639;2105760;
2018-03-16;L637;2105760;
2018-03-16;L636;2105760;
2018-03-16;L635;2105760;
2018-03-16;L632;2105760;
2018-03-16;L630;2105760;4.0
2018-03-16;L627;2105760;
2018-03-16;L626;2105760;
2018-03-16;L624;2105760;
2018-03-16;L621;2105760;
2018-03-16;L615;2105760;
2018-03-16;L613;2105760;
2018-03-16;L612;2105760;
2018-03-16;L611;2105760;
2018-03-16;L609;2105760;
2018-03-16;L608;2105760;
2018-03-16;L606;2105760;
2018-03-16;L605;2105760;
2018-03-16;L601;2105760;
2018-03-16;L600;2105760;
2018-03-16;L599;2105760;
2018-03-16;L598;2105760;
2018-03-16;L594;2105760;
2018-03-16;L593;2105760;
2018-03-16;L590;2105760;
2018-03-16;L587;2105760;
2018-03-16;L586;2105760;4.0
2018-03-16;L584;2105760;
2018-03-16;L582;2105760;
2018-03-16;L581;2105760;
2018-03-16;L580;2105760;
2018-03-16;L579;2105760;
2018-03-16;L578;2105760;4.0
2018-03-16;L574;2105760;
2018-03-16;L573;2105760;4.0
2018-03-16;L572;2105760;4.0
2018-03-16;L571;2105760;4.0
2018-03-16;L569;2105760;
2018-03-16;L567;2105760;4.0
2018-03-16;L565;2105760;
2018-03-16;L562;2105760;
2018-03-16;L391;2105760;4.0
2018-03-16;5067;2105760;
2018-03-16;5066;2105760;
2018-03-16;5065;2105760;
2018-03-16;5064;2105760;
2018-03-16;5045;2105760;
2018-03-16;5042;2105760;
2018-03-16;5039;2105760;
2018-03-16;5032;2105760;
2018-03-16;5031;2105760;
2018-03-16;5023;2105760;
2018-03-16;5019;2105760;
2018-03-16;5017;2105760;
2018-03-16;5016;2105760;
2018-03-16;5015;2105760;
2018-03-16;5013;2105760;
2018-03-16;5008;2105760;
2018-03-16;5006;2105760;
2018-03-16;5003;2105760;
